MAPPED_TRAIT,MAPPED_TRAIT_URI,MAPPED_TRAIT_DESCRIPTION
level of SH2B adapter protein 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043488,Ontology not covered
level of SH2B adapter protein 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043488,Ontology not covered
level of SH2B adapter protein 3 in blood serum,http://purl.obolibrary.org/obo/OBA_2043488,Ontology not covered
level of SH3 domain-binding glutamic acid-rich-like protein 2 in blood serum,http://purl.obolibrary.org/obo/OBA_2044465,Ontology not covered
level of SH3 domain-binding glutamic acid-rich-like protein 2 in blood serum,http://purl.obolibrary.org/obo/OBA_2044465,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
level of N-sulphoglucosamine sulphohydrolase in blood serum,http://purl.obolibrary.org/obo/OBA_2043486,Ontology not covered
"level of serine hydroxymethyltransferase, cytosolic in blood serum",http://purl.obolibrary.org/obo/OBA_2043503,Ontology not covered
"level of serine hydroxymethyltransferase, cytosolic in blood serum",http://purl.obolibrary.org/obo/OBA_2043503,Ontology not covered
"level of serine hydroxymethyltransferase, cytosolic in blood serum",http://purl.obolibrary.org/obo/OBA_2043503,Ontology not covered
"level of serine hydroxymethyltransferase, cytosolic in blood serum",http://purl.obolibrary.org/obo/OBA_2043503,Ontology not covered
"level of serine hydroxymethyltransferase, cytosolic in blood serum",http://purl.obolibrary.org/obo/OBA_2043503,Ontology not covered
"level of serine hydroxymethyltransferase, cytosolic in blood serum",http://purl.obolibrary.org/obo/OBA_2043503,Ontology not covered
"level of serine hydroxymethyltransferase, cytosolic in blood serum",http://purl.obolibrary.org/obo/OBA_2043503,Ontology not covered
"level of serine hydroxymethyltransferase, cytosolic in blood serum",http://purl.obolibrary.org/obo/OBA_2043503,Ontology not covered
"level of serine hydroxymethyltransferase, cytosolic in blood serum",http://purl.obolibrary.org/obo/OBA_2043503,Ontology not covered
"level of serine hydroxymethyltransferase, cytosolic in blood serum",http://purl.obolibrary.org/obo/OBA_2043503,Ontology not covered
"level of serine hydroxymethyltransferase, cytosolic in blood serum",http://purl.obolibrary.org/obo/OBA_2043503,Ontology not covered
level of glutathione S-transferase theta-2B in blood serum,http://purl.obolibrary.org/obo/OBA_2044307,Ontology not covered
level of glutathione S-transferase theta-2B in blood serum,http://purl.obolibrary.org/obo/OBA_2044307,Ontology not covered
level of glutathione S-transferase theta-2B in blood serum,http://purl.obolibrary.org/obo/OBA_2044307,Ontology not covered
level of glutathione S-transferase theta-2B in blood serum,http://purl.obolibrary.org/obo/OBA_2044307,Ontology not covered
level of glutathione S-transferase theta-2B in blood serum,http://purl.obolibrary.org/obo/OBA_2044307,Ontology not covered
level of glutathione S-transferase theta-2B in blood serum,http://purl.obolibrary.org/obo/OBA_2044307,Ontology not covered
level of glutathione S-transferase theta-2B in blood serum,http://purl.obolibrary.org/obo/OBA_2044307,Ontology not covered
level of glutathione S-transferase theta-2B in blood serum,http://purl.obolibrary.org/obo/OBA_2044307,Ontology not covered
level of glutathione S-transferase theta-2B in blood serum,http://purl.obolibrary.org/obo/OBA_2044307,Ontology not covered
"level of glutathione reductase, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041800,Ontology not covered
"level of glutathione reductase, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041800,Ontology not covered
"level of glutathione reductase, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041800,Ontology not covered
"level of glutathione reductase, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041800,Ontology not covered
"level of glutathione reductase, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041800,Ontology not covered
"level of glutathione reductase, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041800,Ontology not covered
"level of glutathione reductase, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041800,Ontology not covered
"level of glutathione reductase, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041800,Ontology not covered
"level of glutathione reductase, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041800,Ontology not covered
"level of glutathione reductase, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041800,Ontology not covered
"level of glutathione reductase, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041800,Ontology not covered
"level of glutathione reductase, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041800,Ontology not covered
"level of glutathione reductase, mitochondrial in blood serum",http://purl.obolibrary.org/obo/OBA_2041800,Ontology not covered
level of glutathione S-transferase mu 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044400,Ontology not covered
level of glutathione S-transferase mu 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044400,Ontology not covered
level of glutathione S-transferase mu 4 in blood serum,http://purl.obolibrary.org/obo/OBA_2044400,Ontology not covered
level of beta-glucuronidase in blood serum,http://purl.obolibrary.org/obo/OBA_2041824,Ontology not covered
level of beta-glucuronidase in blood serum,http://purl.obolibrary.org/obo/OBA_2041824,Ontology not covered
level of beta-glucuronidase in blood serum,http://purl.obolibrary.org/obo/OBA_2041824,Ontology not covered
level of beta-glucuronidase in blood serum,http://purl.obolibrary.org/obo/OBA_2041824,Ontology not covered
level of beta-glucuronidase in blood serum,http://purl.obolibrary.org/obo/OBA_2041824,Ontology not covered
level of beta-glucuronidase in blood serum,http://purl.obolibrary.org/obo/OBA_2041824,Ontology not covered
level of semaphorin-4C in blood serum,http://purl.obolibrary.org/obo/OBA_2043432,Ontology not covered
level of semaphorin-4C in blood serum,http://purl.obolibrary.org/obo/OBA_2043432,Ontology not covered
level of semaphorin-4C in blood serum,http://purl.obolibrary.org/obo/OBA_2043432,Ontology not covered
level of semaphorin-4C in blood serum,http://purl.obolibrary.org/obo/OBA_2043432,Ontology not covered
level of semaphorin-4C in blood serum,http://purl.obolibrary.org/obo/OBA_2043432,Ontology not covered
level of semaphorin-4C in blood serum,http://purl.obolibrary.org/obo/OBA_2043432,Ontology not covered
level of semaphorin-4C in blood serum,http://purl.obolibrary.org/obo/OBA_2043432,Ontology not covered
level of semaphorin-4C in blood serum,http://purl.obolibrary.org/obo/OBA_2043432,Ontology not covered
level of semaphorin-4C in blood serum,http://purl.obolibrary.org/obo/OBA_2043432,Ontology not covered
level of semaphorin-4C in blood serum,http://purl.obolibrary.org/obo/OBA_2043432,Ontology not covered
level of semaphorin-4C in blood serum,http://purl.obolibrary.org/obo/OBA_2043432,Ontology not covered
level of semaphorin-4C in blood serum,http://purl.obolibrary.org/obo/OBA_2043432,Ontology not covered
level of semaphorin-4C in blood serum,http://purl.obolibrary.org/obo/OBA_2043432,Ontology not covered
level of semaphorin-4C in blood serum,http://purl.obolibrary.org/obo/OBA_2043432,Ontology not covered
level of semaphorin-4C in blood serum,http://purl.obolibrary.org/obo/OBA_2043432,Ontology not covered
level of semaphorin-4C in blood serum,http://purl.obolibrary.org/obo/OBA_2043432,Ontology not covered
level of semaphorin-4D in blood serum,http://purl.obolibrary.org/obo/OBA_2040387,Ontology not covered
level of semaphorin-4D in blood serum,http://purl.obolibrary.org/obo/OBA_2040387,Ontology not covered
level of semaphorin-4D in blood serum,http://purl.obolibrary.org/obo/OBA_2040387,Ontology not covered
level of semaphorin-4D in blood serum,http://purl.obolibrary.org/obo/OBA_2040387,Ontology not covered
level of semaphorin-4D in blood serum,http://purl.obolibrary.org/obo/OBA_2040387,Ontology not covered
level of semaphorin-4D in blood serum,http://purl.obolibrary.org/obo/OBA_2040387,Ontology not covered
level of semaphorin-4D in blood serum,http://purl.obolibrary.org/obo/OBA_2040387,Ontology not covered
level of semaphorin-3F in blood serum,http://purl.obolibrary.org/obo/OBA_2045006,Ontology not covered
level of semaphorin-3F in blood serum,http://purl.obolibrary.org/obo/OBA_2045006,Ontology not covered
level of semaphorin-3F in blood serum,http://purl.obolibrary.org/obo/OBA_2045006,Ontology not covered
level of semaphorin-3F in blood serum,http://purl.obolibrary.org/obo/OBA_2045006,Ontology not covered
level of semaphorin-3F in blood serum,http://purl.obolibrary.org/obo/OBA_2045006,Ontology not covered
level of semaphorin-3F in blood serum,http://purl.obolibrary.org/obo/OBA_2045006,Ontology not covered
level of semaphorin-3F in blood serum,http://purl.obolibrary.org/obo/OBA_2045006,Ontology not covered
level of semaphorin-3F in blood serum,http://purl.obolibrary.org/obo/OBA_2045006,Ontology not covered
level of semaphorin-3F in blood serum,http://purl.obolibrary.org/obo/OBA_2045006,Ontology not covered
level of semaphorin-3F in blood serum,http://purl.obolibrary.org/obo/OBA_2045006,Ontology not covered
level of semaphorin-3F in blood serum,http://purl.obolibrary.org/obo/OBA_2045006,Ontology not covered
level of semaphorin-3F in blood serum,http://purl.obolibrary.org/obo/OBA_2045006,Ontology not covered
level of semaphorin-3F in blood serum,http://purl.obolibrary.org/obo/OBA_2045006,Ontology not covered
level of semaphorin-3F in blood serum,http://purl.obolibrary.org/obo/OBA_2045006,Ontology not covered
level of semaphorin-4D in blood serum,http://purl.obolibrary.org/obo/OBA_2040387,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A11 in blood serum,http://purl.obolibrary.org/obo/OBA_2043456,Ontology not covered
level of serpin A12 in blood serum,http://purl.obolibrary.org/obo/OBA_2045007,Ontology not covered
